2.5,0.0001344,0,0.00019764,0,9.0078e-05,0,0.00061513,0,0,0,0.00016855,0,4.8752e-05,0.00018333,8.8676e-05,0,0.00013635,6.2332e-05
7.5,6.72e-05,0.00025572,0.0003294,0.00057274,0.00027023,0.00015604,0.0010252,0,3.7067e-05,0,0,0.00011726,9.7504e-05,0.00018333,0.00017735,0.00024378,0,6.2332e-05
12.5,6.72e-05,0.00025572,6.588e-05,0,0.00013512,7.8021e-05,0.00020504,0.00021467,7.4134e-05,0.00023179,0.0003371,0,0,0.00018333,0,0,0.0002727,6.2332e-05
17.5,6.72e-05,0.00051144,0.00013176,0,0.00018016,7.8021e-05,0.0012303,0,3.7067e-05,0.00011589,0,0.00035178,4.8752e-05,0.00036666,8.8676e-05,0,0,0
22.5,0.0001344,0.00051144,0.00019764,0.00057274,0.00027023,0,0.0028706,7.1556e-05,0.00014827,0.00011589,0,0,0,0.00024444,8.8676e-05,0,0,6.2332e-05
27.5,0.0002688,0.0010229,0.00026352,0.0020046,0.00040535,0.00023406,0.00020504,0,7.4134e-05,0.00011589,0.00016855,0,9.7504e-05,0.00036666,0.00026603,0.00024378,0.00013635,6.2332e-05
32.5,0.0004032,0.0020458,0.00072469,0.00085911,0.00040535,0.00031209,0.0016404,0.00014311,3.7067e-05,0.00040563,0.00016855,0.00011726,9.7504e-05,0.0011,0.0014188,0.00024378,0.0005454,0.00068566
37.5,0.0008736,0.0071602,0.0018447,0.0017182,0.00094582,0.00046813,0.0038958,0.00050089,0.00025947,0.0024338,0.00050565,0.0014071,0,0.0026277,0.0023943,0,0.00095446,0.00087265
42.5,0.004032,0.034267,0.008828,0.0051546,0.0023871,0.003823,0.010047,0.00035778,0.00092668,0.0052732,0.0021911,0.0019934,0,0.008922,0.006296,0.0012189,0.0034088,0.00099732
47.5,0.02063,0.14857,0.044338,0.028637,0.0089177,0.022314,0.034037,0.00057245,0.0045222,0.017616,0.011798,0.012312,0,0.027255,0.003547,0.0041443,0.017862,0.0016206
52.5,0.039245,0.35494,0.088807,0.04181,0.018106,0.040571,0.14968,0.0010733,0.0096745,0.044098,0.0209,0.019114,0,0.030738,0.0039017,0.020478,0.029725,0.002805
